second,categories,transcript,machine learning,computer graphics,web development,algebra,calculus,statistics,economics,marketing,commerce,kinematics,electromagnetism,thermodynamics,geology,cartography,meteorology,genetics,biochemistry,ecology
0,"['marketing', 'web development', 'machine learning']",it is January 16 2023 and you're watching the code report Tailwind is the,0.2874346673488617,0.16812624037265778,0.3106619119644165,0.021376099437475204,0.03453010693192482,0.2756515145301819,0.21292611956596375,0.385498970746994,0.09010191261768341,0.13648778200149536,0.0976308286190033,0.028759807348251343,0.017638826742768288,0.07310014963150024,0.24757926166057587,0.042502496391534805,0.025793742388486862,0.1449814885854721
5,"['web development', 'computer graphics', 'marketing']",it is January 16 2023 and you're watching the code report Tailwind is the worst way to do CSS except for all the other ways that have been tried an epic,0.09316158294677734,0.2987954616546631,0.7734516859054565,0.007111412473022938,0.010272475890815258,0.13249430060386658,0.03642191365361214,0.20728115737438202,0.03991628810763359,0.07941147685050964,0.06696543097496033,0.01657344214618206,0.010487325489521027,0.011539001017808914,0.010491734370589256,0.015394948422908783,0.0042409650050103664,0.02657500095665455
10,"['web development', 'marketing', 'computer graphics']",worst way to do CSS except for all the other ways that have been tried an epic war erupted yesterday after somebody had the audacity to post a Tailwind snippet on Twitter the Allied Tailwind Alliance,0.0591295063495636,0.3387591540813446,0.724057137966156,0.041680894792079926,0.05940430983901024,0.17104361951351166,0.12781411409378052,0.4584757387638092,0.019443778321146965,0.079708032310009,0.07484730333089828,0.007485265843570232,0.013932809233665466,0.03021756187081337,0.01496914029121399,0.022191205993294716,0.004788829479366541,0.03185071051120758
15,"['web development', 'marketing', 'computer graphics']",war erupted yesterday after somebody had the audacity to post a Tailwind snippet on Twitter the Allied Tailwind Alliance defended this code while the unified CSS fundamentalists said horrible,0.18297572433948517,0.45629817247390747,0.569370448589325,0.1469937562942505,0.09364759922027588,0.1794680505990982,0.10206576436758041,0.48839059472084045,0.09364812821149826,0.1233658716082573,0.22495682537555695,0.026170209050178528,0.02328225038945675,0.23527225852012634,0.01975131779909134,0.0699562281370163,0.04783673211932182,0.021776264533400536
20,"['web development', 'statistics', 'kinematics']",defended this code while the unified CSS fundamentalists said horrible dehumanizing things about it like it's not even real CSS as a result many insecure nerds suffered slightly hurt,0.11609207838773727,0.09461072832345963,0.4849167466163635,0.038514938205480576,0.04763678088784218,0.21943910419940948,0.05008803308010101,0.11166573315858841,0.036604106426239014,0.15369771420955658,0.09686659276485443,0.01646166481077671,0.008869226090610027,0.058443646878004074,0.005800001788884401,0.01287568174302578,0.011776600033044815,0.03353031352162361
25,"['web development', 'marketing', 'computer graphics']",dehumanizing things about it like it's not even real CSS as a result many insecure nerds suffered slightly hurt feelings from hearing mild criticisms about technology choices that their clients will never care about it was,0.10944044589996338,0.42270201444625854,0.5267022252082825,0.013733435422182083,0.0034285206347703934,0.14590135216712952,0.012737840414047241,0.48100993037223816,0.03275835141539574,0.13368017971515656,0.09007521718740463,0.004034427925944328,0.004896034486591816,0.030201755464076996,0.0049392953515052795,0.011084149591624737,0.002410824177786708,0.01663166657090187
30,"['electromagnetism', 'computer graphics', 'kinematics']",feelings from hearing mild criticisms about technology choices that their clients will never care about it was truly horrific I decided to run a poll to see where you guys fall and although,0.24940495193004608,0.3225686848163605,0.22388897836208344,0.04790119081735611,0.038560885936021805,0.06637079268693924,0.009678829461336136,0.28820663690567017,0.09377729892730713,0.304416298866272,0.3589458465576172,0.010681787505745888,0.002684279577806592,0.044722672551870346,0.004229522310197353,0.009194988757371902,0.014037626795470715,0.009353292174637318
35,"['marketing', 'statistics', 'economics']",truly horrific I decided to run a poll to see where you guys fall and although most have never tried it 4 out of five people that have tried Tailwind love it still though it has its trade-offs and,0.13641409575939178,0.11101976037025452,0.09884864091873169,0.07256554812192917,0.17003858089447021,0.4874867796897888,0.38927069306373596,0.5646288990974426,0.05660495534539223,0.19971872866153717,0.17461520433425903,0.15862984955310822,0.11384551972150803,0.1004781648516655,0.05624048039317131,0.13934290409088135,0.16933199763298035,0.18357723951339722
40,"['statistics', 'marketing', 'kinematics']",most have never tried it 4 out of five people that have tried Tailwind love it still though it has its trade-offs and may not be a good fit for every project in this video I want to explain the problems Tailwind solves because it's obvious that many people don't even,0.3075312376022339,0.4131895899772644,0.2991737425327301,0.2082904875278473,0.17204327881336212,0.7954393029212952,0.29468321800231934,0.5098966956138611,0.25847354531288147,0.4735161364078522,0.2759689390659332,0.23126226663589478,0.13198471069335938,0.10947053134441376,0.11974425613880157,0.2851118743419647,0.20431822538375854,0.14139090478420258
45,"['marketing', 'statistics', 'computer graphics']",may not be a good fit for every project in this video I want to explain the problems Tailwind solves because it's obvious that many people don't even understand them yet still have no problem hating on a free and open source tool publicly I personally joined the,0.18831832706928253,0.27647310495376587,0.2014908492565155,0.08515691757202148,0.036616601049900055,0.3428620994091034,0.21949215233325958,0.5149599313735962,0.06002194434404373,0.12653078138828278,0.15257327258586884,0.07325553894042969,0.04527781158685684,0.04813386872410774,0.02529100514948368,0.07962304353713989,0.029880035668611526,0.030561966821551323
